id;date_releve;humidity;dewpoint;pressure;windspeed;visibility;cloudcover;windgust;uvindex;precipintensity;precipintensitymax;temperaturehigh;temperaturelow;temperaturehighoffset2;temperaturelowoffset2;temperature;origine
250;01/01/2017;88;0.03;NA;1.98;5.73;89;4.45;0.81;0;0.04;6;0.58;8;2.58;3.29;DSK
599;02/01/2017;89;1.26;1024.14;2.47;6.5;85;5.32;0.9;0.01;0.15;6.15;-0.37;8.15;1.63;2.89;DSK
607;03/01/2017;83;-1;1027.58;2.76;7.95;79;6.15;0.69;0;0.03;5.2;-1.5;7.2;0.5;1.85;DSK
1106;04/01/2017;81;-1.05;1025.67;3.32;8.51;82;7.19;0.86;0;0.06;6.67;0.68;8.67;2.68;3.675;DSK
898;05/01/2017;76;-1.34;1029.15;3.73;9.4;69;7.3;0.93;0.01;0.11;6.71;-3.18;8.71;-1.18;1.765;DSK
524;06/01/2017;72;-5.09;1035.37;2.82;9.18;47;5.83;0.55;0;0.02;4.11;-4.31;6.11;-2.31;-0.1;DSK
295;07/01/2017;70;-5.32;1034.3;2.37;8.91;79;4.42;0.69;0;0.05;5.06;0.25;7.06;2.25;2.655;DSK
164;08/01/2017;84;1.23;1031.54;2.3;6.37;89;5.05;0.95;0;0.06;7.66;2.29;9.66;4.29;4.975;DSK
32;09/01/2017;86;2.57;1026.66;3.18;7.17;88;7.09;0.95;0.02;0.26;8.01;3.31;10.01;5.31;5.66;DSK
93;10/01/2017;86;3.25;1014.61;3.77;8.98;88;7.6;0.95;0.05;0.35;7.93;3.54;9.93;5.54;5.735;DSK
644;11/01/2017;86;4.37;1018.34;3.81;8.48;88;8.41;0.98;0.02;0.2;9.92;5.18;11.92;7.18;7.55;DSK
1040;12/01/2017;83;4.74;1015.09;4.76;9.39;88;16.37;0.93;0.08;0.86;10.61;2.84;12.61;4.84;6.725;DSK
249;13/01/2017;72;-0.2;1013.49;7.07;9.87;75;18.08;1.02;0.04;0.38;6.98;0.87;8.98;2.87;3.925;DSK
413;14/01/2017;74;-0.99;1021.12;4.93;9.86;74;10.18;1.05;0.01;0.09;6.51;1.4;8.51;3.4;3.955;DSK
1021;15/01/2017;81;0.18;1023.5;4.14;9.3;84;7.92;1.02;0.02;0.18;5.97;2.03;7.97;4.03;4;DSK
446;16/01/2017;80;-0.01;1023.2;4.09;8.78;82;8.17;1.05;0.03;0.15;6.18;-2.29;8.18;-0.29;1.945;DSK
350;17/01/2017;69;-5.55;1027.94;4.96;9.18;55;9.67;0.9;0;0.03;2.93;-3.4;4.93;-1.4;-0.235;DSK
587;18/01/2017;66;-6.71;1029.65;4.39;9.72;57;7.9;0.95;0;0.02;2.66;-4.3;4.66;-2.3;-0.82;DSK
311;19/01/2017;69;-6.2;1030.26;3.5;9.47;38;6.27;0.74;0;0.01;3.57;-4.7;5.57;-2.7;-0.565;DSK
1168;20/01/2017;72;-5.09;1029.05;2.82;8.32;21;5.09;1;0;0.01;5.49;-3.79;7.49;-1.79;0.85;DSK
592;21/01/2017;72;-4.11;1025.79;2.65;7.68;22;4.87;0.88;0;0.01;7.23;-2.41;9.23;-0.41;2.41;DSK
184;22/01/2017;74;-3.03;1023.97;2.78;7.23;50;5.65;1.12;0.02;0.19;6.64;-1.18;8.64;0.82;2.73;DSK
811;23/01/2017;75;-2.5;1024.58;2.44;7.07;55;5.05;1.05;0.01;0.1;6.67;-2.48;8.67;-0.48;2.095;DSK
378;24/01/2017;77;-2.72;1026.13;2.52;6.41;57;5.3;1.07;0;0.01;5.84;-1.88;7.84;0.12;1.98;DSK
118;25/01/2017;79;-3.35;1025.55;3.03;7.42;78;5.99;1.14;0.01;0.15;2.84;-3.92;4.84;-1.92;-0.54;DSK
219;26/01/2017;76;-3.36;1019.82;3.76;7.01;45;7.24;1.21;0.05;0.61;6.19;0.44;8.19;2.44;3.315;DSK
492;27/01/2017;73;1.02;1013.83;5.09;8.86;78;9.31;1.29;0.04;0.33;10.09;4.84;12.09;6.84;7.465;DSK
223;28/01/2017;79;3.4;1017.33;3.62;9.38;84;7.46;1.31;0.06;0.54;10.47;2.75;12.47;4.75;6.61;DSK
67;29/01/2017;82;3.51;1020.58;3.3;8.78;77;6.27;1.21;0.04;0.36;11.37;4.95;13.37;6.95;8.16;DSK
314;30/01/2017;88;6.38;1017.37;3.3;8.02;91;6.26;1.36;0.04;0.37;11.15;7.27;13.15;9.27;9.21;DSK
150;31/01/2017;89;7.67;1015.88;2.73;7.43;91;5.49;1.14;0.04;0.24;12.77;6.67;14.77;8.67;9.72;DSK
713;01/02/2017;87;7.22;1014.07;3.35;8.01;84;6.4;1.29;0.01;0.13;13.05;7.31;15.05;9.31;10.18;DSK
626;02/02/2017;81;6.91;1007.33;5.46;9.33;87;10.84;1.36;0.03;0.28;13.62;5.46;15.62;7.46;9.54;DSK
278;03/02/2017;81;5.14;1005.99;5.16;9.77;81;14.36;1.52;0.05;0.59;11.53;5.29;13.53;7.29;8.41;DSK
807;04/02/2017;79;4.43;1003.42;5.24;9.7;83;15.88;1.52;0.11;1.13;11.18;5.28;13.18;7.28;8.23;DSK
667;05/02/2017;85;4.68;1003.14;5.25;9.29;86;14.16;1.52;0.12;0.93;9.58;4.25;11.58;6.25;6.915;DSK
433;06/02/2017;79;3.08;1016.51;4.81;9.21;83;11.85;1.57;0.04;0.49;9.58;4.72;11.58;6.72;7.15;DSK
1036;07/02/2017;83;4.76;1017.27;3.59;8.33;85;7.94;1.64;0.04;0.34;11.24;3.87;13.24;5.87;7.555;DSK
355;08/02/2017;83;3.13;1021.94;3.99;8.87;85;7.63;1.69;0.02;0.18;8.57;1.99;10.57;3.99;5.28;DSK
392;09/02/2017;80;1.02;1022.06;3.27;7.98;79;6.47;1.64;0.01;0.04;7.31;0.98;9.31;2.98;4.145;DSK
287;10/02/2017;79;0.58;1018.15;3.37;7.63;73;5.57;1.67;0;0.05;8.1;1.03;10.1;3.03;4.565;DSK
17;11/02/2017;81;0.77;1019.12;3.11;7.16;82;5.03;1.81;0.01;0.07;7.12;2.5;9.12;4.5;4.81;DSK
253;12/02/2017;78;2.87;1016.8;5.45;7.8;82;11.21;1.74;0.01;0.12;11.02;6.45;13.02;8.45;8.735;DSK
337;13/02/2017;69;4.05;1016.31;6.65;9.33;71;11.67;1.67;0.01;0.14;13.3;6.68;15.3;8.68;9.99;DSK
1124;14/02/2017;77;5.58;1023.75;4.25;8.96;76;7.3;1.81;0.03;0.27;13.91;5.83;15.91;7.83;9.87;DSK
954;15/02/2017;77;5.87;1031.7;3;9.09;59;5.79;1.76;0.01;0.12;15.53;4.43;17.53;6.43;9.98;DSK
227;16/02/2017;82;5.84;1031.91;1.8;7.95;64;3.76;1.81;0;0.04;14.62;4.01;16.62;6.01;9.315;DSK
62;17/02/2017;82;5.07;1028.27;2.06;7.55;67;4.65;1.79;0;0.04;13.71;2.58;15.71;4.58;8.145;DSK
66;18/02/2017;78;3.32;1024.44;2.34;7.82;48;4.88;1.45;0;0.01;13.62;1.02;15.62;3.02;7.32;DSK
28;19/02/2017;78;3.09;1025.98;2.29;8.17;55;4.76;1.62;0;0.02;13.34;4.75;15.34;6.75;9.045;DSK
1090;20/02/2017;81;5.4;1025.29;3.24;7.91;87;6.23;1.95;0;0.06;12.76;6.82;14.76;8.82;9.79;DSK
1081;21/02/2017;84;7.32;1023.41;3.73;8.71;86;6.31;1.95;0;0.05;13.74;7.44;15.74;9.44;10.59;DSK
369;22/02/2017;79;6.59;1019.77;4.16;9.41;88;7.75;2.02;0;0.03;13.81;5.67;15.81;7.67;9.74;DSK
386;23/02/2017;77;5.35;1012.33;5.11;8.99;81;12.41;1.88;0.01;0.1;14.58;5.51;16.58;7.51;10.045;DSK
763;24/02/2017;72;2.72;1016.88;4.16;9.82;77;9.24;2.38;0;0.03;10.74;0.96;12.74;2.96;5.85;DSK
1097;25/02/2017;69;0.48;1020.37;3.25;9.46;61;7.36;1.29;0;0.02;12.56;3.17;14.56;5.17;7.865;DSK
483;26/02/2017;74;3.7;1017.31;3.54;9.79;85;7.03;2.17;0;0.05;13.73;6.03;15.73;8.03;9.88;DSK
936;27/02/2017;76;5.09;1006.71;6.04;9.57;77;15.83;2.17;0.06;0.62;13.75;5.45;15.75;7.45;9.6;DSK
170;28/02/2017;79;3.95;1002.14;6.37;9.7;81;17.3;2.5;0.08;0.62;10.75;4.6;12.75;6.6;7.675;DSK
497;01/03/2017;77;4.33;1010.64;5.73;9.51;82;12.64;2.36;0.06;0.41;12.55;5.75;14.55;7.75;9.15;DSK
830;02/03/2017;73;4.61;1016.52;3.86;9.88;71;9.51;2.69;0.01;0.24;13.61;5.33;15.61;7.33;9.47;DSK
1005;03/03/2017;74;5.52;1005.41;5.03;9.95;79;11.77;2.14;0.03;0.4;15.54;6.69;17.54;8.69;11.115;DSK
445;04/03/2017;79;4.89;998.03;5.46;9.71;83;13.37;2.67;0.12;1.22;11.37;4.2;13.37;6.2;7.785;DSK
145;05/03/2017;79;4.08;1006.6;5.94;9.79;81;16.34;2.79;0.07;0.62;11.69;6.44;13.69;8.44;9.065;DSK
621;06/03/2017;76;4.68;1010.5;6.95;9.55;84;20.88;2.74;0.08;0.84;12.37;6.07;14.37;8.07;9.22;DSK
116;07/03/2017;76;3.53;1019.4;4.86;9.27;83;10.82;2.86;0.04;0.32;10.91;5.34;12.91;7.34;8.125;DSK
630;08/03/2017;82;6.68;1022.51;4.81;8.78;87;9.64;2.76;0.02;0.14;13.85;8.51;15.85;10.51;11.18;DSK
206;09/03/2017;80;8.09;1024.33;3.5;9.05;87;6.87;2.79;0.01;0.1;15.69;6.33;17.69;8.33;11.01;DSK
384;10/03/2017;75;6.37;1023.68;2.51;8.34;72;5.97;2.74;0;0.03;17.44;4.95;19.44;6.95;11.195;DSK
759;11/03/2017;66;4.41;1018.4;2.46;9.46;63;5.11;1.38;0;0.02;19.03;7.26;21.03;9.26;13.145;DSK
965;12/03/2017;78;6.69;1015.4;3.2;9.4;88;7.34;2.67;0.03;0.23;14.57;6.88;16.57;8.88;10.725;DSK
166;13/03/2017;77;6.3;1025.24;3.53;9.16;69;6.98;2.95;0;0.04;15.25;4.64;17.25;6.64;9.945;DSK
330;14/03/2017;75;5.48;1032.58;2.68;8.29;57;5.4;2.88;0;0.03;15.79;6.28;17.79;8.28;11.035;DSK
573;15/03/2017;75;6.09;1030.45;2.58;8.82;70;5.18;2.74;0;0.02;16.41;4.41;18.41;6.41;10.41;DSK
366;16/03/2017;71;5.7;1023.63;2.03;7.88;27;4.49;2.26;0;0.02;19.48;6.22;21.48;8.22;12.85;DSK
288;17/03/2017;73;5.85;1021.26;3.31;8.65;64;7.23;2.71;0;0.02;16.44;7.31;18.44;9.31;11.875;DSK
120;18/03/2017;80;6.97;1019.68;5.28;9.21;90;9.57;3.05;0.01;0.1;13.84;8.52;15.84;10.52;11.18;DSK
909;19/03/2017;79;7.92;1017.56;4.34;9.43;88;8.51;3.1;0;0.02;15.5;9.14;17.5;11.14;12.32;DSK
1057;20/03/2017;78;7.66;1014.27;3.95;9.72;91;7.95;2.98;0;0.06;14.62;8.25;16.62;10.25;11.435;DSK
876;21/03/2017;77;5.77;1014.07;3.51;9.72;84;7.93;3.33;0.02;0.22;13.12;4.43;15.12;6.43;8.775;DSK
623;22/03/2017;78;4.35;1010.75;3.44;9.59;79;7.74;3.57;0.06;0.63;12.62;5.27;14.62;7.27;8.945;DSK
526;23/03/2017;81;5.4;1011.03;3.49;9.42;83;7.69;3.45;0.09;1.01;12.96;5.13;14.96;7.13;9.045;DSK
94;24/03/2017;82;6.07;1019.94;3.92;8.8;81;7.66;3.52;0.05;0.41;13.16;7.6;15.16;9.6;10.38;DSK
788;25/03/2017;73;5.5;1018.26;5.72;8.61;62;12.66;3.62;0.08;0.77;15.71;5.07;17.71;7.07;10.39;DSK
196;26/03/2017;66;4.42;1018.82;3.28;9.93;63;6.18;3;0;0.01;16.86;5.66;18.86;7.66;11.26;DSK
658;27/03/2017;67;5.26;1019.61;3.3;9.55;50;6.8;2.93;0;0.01;18.13;6.44;20.13;8.44;12.285;DSK
1076;28/03/2017;69;6.27;1023.79;2.95;9.83;60;6.63;3.6;0;0.02;18.36;6.77;20.36;8.77;12.565;DSK
543;29/03/2017;65;6.32;1025.77;2.89;9.94;46;5.82;3.12;0;0;20.34;7.7;22.34;9.7;14.02;DSK
1077;30/03/2017;61;6.65;1022.63;2.99;9.97;21;6.17;4.4;0;0;22.32;10.12;24.32;12.12;16.22;DSK
57;31/03/2017;66;7.09;1017.24;3.95;9.86;85;8.15;3.33;0.03;0.44;18.14;8.29;20.14;10.29;13.215;DSK
689;01/04/2017;78;7.11;1014.64;3.78;9.88;84;8.28;3.93;0.07;0.65;14.45;7.16;16.45;9.16;10.805;DSK
7;02/04/2017;79;6.98;1019.39;3.23;9.46;80;6.46;4.05;0.04;0.24;15.23;6.18;17.23;8.18;10.705;DSK
815;03/04/2017;71;6.57;1023.84;2.69;8.82;59;5.9;4.21;0;0.06;18.8;7.6;20.8;9.6;13.2;DSK
990;04/04/2017;69;6.37;1023.53;3.43;9.57;74;7.31;4.12;0.01;0.09;17.39;8.07;19.39;10.07;12.73;DSK
901;05/04/2017;69;5.98;1024.59;4.36;9.32;71;8.54;4.38;0.01;0.08;16.44;5.77;18.44;7.77;11.105;DSK
914;06/04/2017;66;4.27;1025.32;4.03;9.65;52;8.07;4.36;0;0;15.75;3.83;17.75;5.83;9.79;DSK
944;07/04/2017;66;4.59;1023.98;2.68;9.7;35;5.53;2.29;0;0.01;18.71;6.24;20.71;8.24;12.475;DSK
1067;08/04/2017;64;6.59;1021.77;2.53;9.22;7;4.91;2.24;0;0;21.75;7.63;23.75;9.63;14.69;DSK
677;09/04/2017;62;7.26;1022.12;2.49;9.38;23;5.2;2.17;0;0;23.26;8.32;25.26;10.32;15.79;DSK
840;10/04/2017;68;7.54;1023.48;3.22;9.32;56;7.05;4.12;0;0.07;20.21;7.04;22.21;9.04;13.625;DSK
751;11/04/2017;66;5.62;1024.84;3.26;9.8;61;7.06;4.71;0;0.01;17.34;5.33;19.34;7.33;11.335;DSK
1042;12/04/2017;65;5.17;1021.53;2.86;9.79;58;6.31;2.81;0;0;19.13;6.72;21.13;8.72;12.925;DSK
709;13/04/2017;67;6.39;1017.95;2.81;9.86;63;6.05;3.21;0;0;18.95;7.82;20.95;9.82;13.385;DSK
863;14/04/2017;67;6.47;1017.76;2.79;9.65;73;5.95;4;0;0;18.17;8.74;20.17;10.74;13.455;DSK
622;15/04/2017;73;7.21;1020.04;3.6;9.93;88;6.91;4.14;0;0.03;15.67;8.07;17.67;10.07;11.87;DSK
1070;16/04/2017;68;5.74;1022.85;3.8;10;77;7.75;4.29;0;0.01;16.34;6.24;18.34;8.24;11.29;DSK
1008;17/04/2017;68;5.27;1020.56;3.49;9.92;74;7.22;3.62;0;0.04;16.78;5.1;18.78;7.1;10.94;DSK
1009;18/04/2017;61;1.91;1022.99;4.79;9.88;59;10.74;4.57;0;0.04;14.73;3.03;16.73;5.03;8.88;DSK
641;19/04/2017;52;-2;1028.58;5.06;9.95;50;10.57;4;0;0.02;13.44;1.05;15.44;3.05;7.245;DSK
499;20/04/2017;48;-3.46;1031.56;3.9;9.98;43;7.96;2.02;0;0.06;14.24;1.58;16.24;3.58;7.91;DSK
847;21/04/2017;49;-1.38;1030.13;2.79;9.81;39;6.11;2.1;0;0;17.75;4.79;19.75;6.79;11.27;DSK
678;22/04/2017;58;3.09;1025.48;2.97;9.58;57;6.76;3.4;0;0.02;18.8;5.31;20.8;7.31;12.055;DSK
782;23/04/2017;59;3.46;1022.3;3.5;9.85;50;7.51;3.33;0;0;18.24;4.46;20.24;6.46;11.35;DSK
1011;24/04/2017;61;4.25;1017.01;2.86;9.95;64;6.6;3.24;0;0.01;19.78;7.61;21.78;9.61;13.695;DSK
1102;25/04/2017;71;5.02;1011.67;3.83;9.78;84;8.5;4.71;0.09;0.75;13.94;4.45;15.94;6.45;9.195;DSK
224;26/04/2017;76;3.39;1013.25;3.64;9.74;84;8.3;4.48;0.09;0.52;11.15;2.98;13.15;4.98;7.065;DSK
683;27/04/2017;71;1.72;1017.15;3.6;9.81;76;8.82;4.95;0.02;0.15;11.96;3.26;13.96;5.26;7.61;DSK
382;28/04/2017;65;1.82;1017.52;3.56;9.84;73;7.86;4.98;0.01;0.12;13.66;2.66;15.66;4.66;8.16;DSK
444;29/04/2017;60;2.16;1014.92;3.06;9.56;52;7.41;3.88;0;0.01;17.65;6.59;19.65;8.59;12.12;DSK
230;30/04/2017;66;4.71;1006.46;5.1;9.87;79;12.23;4.57;0.13;1.4;17.5;6.01;19.5;8.01;11.755;DSK
761;01/05/2017;73;5.16;1012.85;5.27;9.81;81;12.4;4.98;0.14;1.12;14.82;6.69;16.82;8.69;10.755;DSK
195;02/05/2017;77;6.84;1017.45;3.25;9.73;83;7.26;5;0.08;0.84;15.63;7.45;17.63;9.45;11.54;DSK
138;03/05/2017;77;7.24;1018.49;2.41;9.33;82;5.64;4.98;0.02;0.17;15.79;7.12;17.79;9.12;11.455;DSK
347;04/05/2017;78;7.93;1016.35;2.89;8.64;76;5.6;4.98;0.02;0.21;16.92;8.13;18.92;10.13;12.525;DSK
1029;05/05/2017;73;8.31;1014.15;4.34;8.76;69;8.17;5.15;0.02;0.41;19.37;10.61;21.37;12.61;14.99;DSK
402;06/05/2017;79;9.5;1011.41;4.3;8.77;84;9.68;4.85;0.19;1.68;16.62;9.86;18.62;11.86;13.24;DSK
252;07/05/2017;76;8.59;1019.04;3.99;9;79;8.28;5;0.01;0.1;16.98;7.97;18.98;9.97;12.475;DSK
1178;08/05/2017;74;7.28;1020.51;3.88;9.12;72;8.39;4.92;0.01;0.07;16.67;6.84;18.67;8.84;11.755;DSK
993;09/05/2017;66;5.73;1015.85;4.01;9.83;54;8.37;5.15;0;0.01;18.13;7.19;20.13;9.19;12.66;DSK
352;10/05/2017;68;7.58;1006.2;3.8;9.96;70;7.7;4.5;0.01;0.1;20.2;11.25;22.2;13.25;15.725;DSK
704;11/05/2017;78;10.69;998.49;3.97;9.66;85;8.06;5.2;0.12;1.13;19.19;11.32;21.19;13.32;15.255;DSK
1157;12/05/2017;79;11.45;1002.48;3.49;9.78;80;7.76;5.32;0.05;0.53;20.21;11.05;22.21;13.05;15.63;DSK
610;13/05/2017;78;11.06;1012.45;3.14;9.81;78;7.04;5.5;0.03;0.38;20.09;10.47;22.09;12.47;15.28;DSK
506;14/05/2017;72;10.28;1021.93;2.92;9.84;74;7.01;5.67;0.02;0.35;21.03;10.16;23.03;12.16;15.595;DSK
192;15/05/2017;66;10.24;1026.76;2.76;9.95;69;6.06;5.16;0.01;0.08;24.19;13.03;26.19;15.03;18.61;DSK
951;16/05/2017;61;11.46;1025.88;2.38;9.97;71;5.27;4.78;0;0.03;26.77;13.88;28.77;15.88;20.325;DSK
128;17/05/2017;66;12.16;1018.71;2.75;9.59;72;6.79;4.36;0.09;0.77;26.03;13.81;28.03;15.81;19.92;DSK
959;18/05/2017;78;11.61;1014.13;3.37;9.24;87;8.36;5.18;0.17;1.78;19.68;8.71;21.68;10.71;14.195;DSK
738;19/05/2017;75;7.92;1016.39;4.09;9.85;77;9.23;5.75;0.09;0.87;16.83;7.9;18.83;9.9;12.365;DSK
714;20/05/2017;69;7.12;1021.68;3.66;9.96;71;7.74;5.62;0.01;0.2;18.2;7.53;20.2;9.53;12.865;DSK
743;21/05/2017;65;8.03;1022.32;2.79;9.95;54;6.17;6.06;0;0.01;22.69;11.28;24.69;13.28;16.985;DSK
907;22/05/2017;63;10.23;1016.91;2.75;10;73;6.03;5.24;0.02;0.34;24.73;12.49;26.73;14.49;18.61;DSK
1063;23/05/2017;72;12.27;1021.21;2.85;9.74;72;6.02;5.68;0;0.01;23.18;12.87;25.18;14.87;18.025;DSK
888;24/05/2017;71;13.05;1022.56;2.81;9.49;67;5.87;5.88;0;0.01;24.92;13.8;26.92;15.8;19.36;DSK
20;25/05/2017;64;12.95;1018.19;3.37;9.76;49;6.54;5.39;0;0.01;27.19;14.61;29.19;16.61;20.9;DSK
881;26/05/2017;61;13.08;1015.08;3.4;9.95;34;6.96;5.93;0;0;28;15.05;30;17.05;21.525;DSK
1154;27/05/2017;63;13.61;1016.44;2.93;9.94;61;7;5.86;0;0.03;27.82;15.75;29.82;17.75;21.785;DSK
1028;28/05/2017;62;13.78;1016.66;2.87;9.84;68;6.2;5.44;0.01;0.14;28.48;16.09;30.48;18.09;22.285;DSK
987;29/05/2017;66;13.59;1014.55;2.93;9.45;72;6.42;5.64;0.01;0.12;25.88;15.2;27.88;17.2;20.54;DSK
419;30/05/2017;72;13.55;1017.45;2.67;9.66;78;5.55;6.03;0.02;0.37;23.23;13.76;25.23;15.76;18.495;DSK
645;31/05/2017;73;13.4;1020.78;2.26;9.75;77;5.02;5.95;0.02;0.13;24.13;13.65;26.13;15.65;18.89;DSK
835;01/06/2017;70;13.94;1019.77;1.98;9.74;57;4.91;6.68;0.03;0.31;26.14;14.49;28.14;16.49;20.315;DSK
194;02/06/2017;72;14.68;1017.12;2.33;9.82;63;5.76;6.49;0.02;0.39;26.43;15.23;28.43;17.23;20.83;DSK
873;03/06/2017;79;14.2;1016.32;2.78;9.58;77;6.82;6.26;0.11;1.05;21.67;11.97;23.67;13.97;16.82;DSK
591;04/06/2017;72;10.89;1018.1;3.15;9.86;72;7.02;6.08;0.01;0.13;20.88;11.95;22.88;13.95;16.415;DSK
579;05/06/2017;68;10.7;1013.76;3.32;9.88;75;8.82;6.37;0.06;0.59;22.08;12.64;24.08;14.64;17.36;DSK
779;06/06/2017;69;9.67;1010.09;6.04;9.9;78;15.13;6.05;0.07;0.84;19.51;10.65;21.51;12.65;15.08;DSK
1017;07/06/2017;62;7.84;1018.96;4.63;10.02;68;9.77;6.46;0;0.03;20.49;10.68;22.49;12.68;15.585;DSK
389;08/06/2017;62;10.47;1015.94;3.36;9.98;53;7.37;6.07;0;0.06;26.27;14.28;28.27;16.28;20.275;DSK
1079;09/06/2017;70;12.56;1015.53;3.23;9.92;79;8.19;6.1;0.03;0.42;23.31;13.75;25.31;15.75;18.53;DSK
191;10/06/2017;64;13.04;1018.5;2.52;9.99;64;5.59;6.36;0;0;27.19;14.98;29.19;16.98;21.085;DSK
467;11/06/2017;65;14.37;1017.32;2.64;9.88;67;6.33;5.76;0;0.01;28.45;15.43;30.45;17.43;21.94;DSK
1165;12/06/2017;66;13.41;1018.94;3.08;9.98;66;6.25;6.42;0;0;25.01;14.29;27.01;16.29;19.65;DSK
14;13/06/2017;68;14.08;1016.86;2.59;9.87;62;5.89;6.03;0.03;0.35;26.97;16.23;28.97;18.23;21.6;DSK
80;14/06/2017;68;15.78;1014.99;2.33;9.94;65;5.13;5.78;0;0.07;28.84;16.89;30.84;18.89;22.865;DSK
11;15/06/2017;70;16.01;1016.93;3.11;9.71;59;7.06;6.28;0;0.07;27.63;15.75;29.63;17.75;21.69;DSK
673;16/06/2017;64;13.17;1022.73;3.67;9.95;57;7.59;7.14;0;0.02;25.92;14.45;27.92;16.45;20.185;DSK
38;17/06/2017;60;12.54;1022.95;3.42;9.96;46;7.96;6.79;0;0;28.04;16.07;30.04;18.07;22.055;DSK
321;18/06/2017;58;13.92;1019.24;3.49;10.01;41;7.02;6.94;0;0.01;30.22;17.3;32.22;19.3;23.76;DSK
452;19/06/2017;57;15.01;1017.27;3.03;9.94;26;6.1;5;0;0;31.71;18.33;33.71;20.33;25.02;DSK
1006;20/06/2017;60;16.09;1016.23;2.58;9.85;44;5.91;6;0;0;32.09;18.66;34.09;20.66;25.375;DSK
113;21/06/2017;62;16.86;1014.87;2.33;9.68;49;5.25;6.52;0.01;0.19;32.58;18.74;34.58;20.74;25.66;DSK
586;22/06/2017;65;16.79;1015.54;3.04;9.52;59;6.41;7.39;0;0.02;30.96;17.92;32.96;19.92;24.44;DSK
415;23/06/2017;70;15.83;1019.49;3.34;9.84;77;7.04;5.45;0;0.01;26.39;16.57;28.39;18.57;21.48;DSK
437;24/06/2017;68;14.59;1019.01;3.44;9.81;71;7.11;6.11;0.01;0.05;26.19;16.42;28.19;18.42;21.305;DSK
762;25/06/2017;66;14.2;1016.58;3.67;9.93;75;7.3;5.71;0.01;0.13;26.46;16.28;28.46;18.28;21.37;DSK
1120;26/06/2017;69;15.08;1012.76;2.61;9.85;73;6.08;6.54;0.02;0.19;27;16.96;29;18.96;21.98;DSK
813;27/06/2017;76;16.16;1007.28;2.73;9.76;79;7.41;5.95;0.08;0.81;26.29;16.01;28.29;18.01;21.15;DSK
410;28/06/2017;79;14.72;1001.77;3.8;9.56;81;10.21;6.03;0.11;1.06;23.41;13.8;25.41;15.8;18.605;DSK
642;29/06/2017;74;11.8;1002.69;4.85;9.85;78;11.62;6.05;0.09;0.69;21.07;12.78;23.07;14.78;16.925;DSK
838;30/06/2017;75;11.18;1008.83;4.58;9.82;80;10.6;5.97;0.03;0.19;19.81;13.27;21.81;15.27;16.54;DSK
1177;01/07/2017;77;11.83;1017.63;4.54;9.7;83;8.9;5.55;0.03;0.26;19.67;13.48;21.67;15.48;16.575;DSK
536;02/07/2017;76;12.72;1022.76;3.92;9.53;83;7.8;5.5;0.01;0.07;21.84;14.61;23.84;16.61;18.225;DSK
854;03/07/2017;70;13.28;1023.29;2.93;9.68;76;6.01;5.92;0;0.01;24.76;13.51;26.76;15.51;19.135;DSK
665;04/07/2017;66;13.66;1019.66;2.28;9.93;45;5.14;6.67;0;0.05;28.22;15.87;30.22;17.87;22.045;DSK
471;05/07/2017;61;14.46;1016.27;3.1;9.82;42;5.96;6.59;0;0.02;30.54;17.31;32.54;19.31;23.925;DSK
3;06/07/2017;62;15;1016.27;2.98;9.91;73;5.9;5.21;0.01;0.13;30.5;17.96;32.5;19.96;24.23;DSK
878;07/07/2017;60;15.42;1017.55;2.66;9.73;57;5.86;5.68;0;0;31.27;18.24;33.27;20.24;24.755;DSK
603;08/07/2017;64;15.69;1016.7;2.75;9.81;72;7.95;5.61;0.01;0.29;29.35;18.13;31.35;20.13;23.74;DSK
742;09/07/2017;72;16.25;1012.89;3.18;9.77;81;8.05;5.5;0.07;1.09;26.83;17.08;28.83;19.08;21.955;DSK
707;10/07/2017;78;15.93;1012.86;3.39;9.85;79;8.64;5.97;0.05;0.7;24.52;15.89;26.52;17.89;20.205;DSK
1155;11/07/2017;74;14.84;1014.54;3.32;9.85;83;7.17;5.72;0.02;0.31;24.79;16.78;26.79;18.78;20.785;DSK
778;12/07/2017;74;15.42;1015.99;4.28;9.73;82;9.15;5.66;0.01;0.12;24.69;15.58;26.69;17.58;20.135;DSK
313;13/07/2017;69;13.93;1019.77;3.21;9.89;73;6.7;6.11;0;0.02;25.39;15.46;27.39;17.46;20.425;DSK
578;14/07/2017;65;12.78;1019.86;4.16;9.93;65;8.81;6.3;0;0.03;25.01;14.03;27.01;16.03;19.52;DSK
939;15/07/2017;61;11.61;1021.75;3.3;9.98;63;7.09;6.31;0;0;26.11;15.59;28.11;17.59;20.85;DSK
559;16/07/2017;60;13.23;1022.33;2.96;9.77;62;6.05;6;0;0;28.54;16.75;30.54;18.75;22.645;DSK
388;17/07/2017;62;14.7;1020.72;2.93;9.73;53;6.19;6.2;0;0.01;29.61;18.15;31.61;20.15;23.88;DSK
655;18/07/2017;57;15.04;1017.38;3.56;9.99;26;7.41;5.21;0.01;0.19;32.18;19.61;34.18;21.61;25.895;DSK
781;19/07/2017;64;15.7;1013.15;3.96;9.86;76;9.18;5.55;0;0.01;28.34;17.54;30.34;19.54;22.94;DSK
519;20/07/2017;69;14.23;1013.73;4.02;9.85;78;9.1;5.62;0.03;0.19;24.36;14.51;26.36;16.51;19.435;DSK
