id,date_iso,humidite,point_rose,press_sta,press_mer,vvent,visibilite,nebulosite,rafale_10min,precip_24h,precip_01h,temperature,temperatureoffset2,temperature_diurne,temperature_diurne_offset2,temperature_nocturne,temperature_nocturne_offset2
119,2017-12-18,84.37,3.22,1004.93,1026.84,4.03,21.84,89.78,6.25,2.44,0.13,5.87,7.87,6.46,8.46,4.88,6.88
339,2017-12-17,81.47,1.10,1004.69,1026.71,3.58,25.60,90.93,5.45,0.67,0.02,4.34,6.34,4.82,6.82,3.53,5.53
647,2017-12-16,78.68,0.86,994.92,1016.71,4.33,30.19,87.52,6.78,2.90,0.03,4.54,6.54,4.96,6.96,3.83,5.83
1153,2017-12-15,80.22,2.99,982.11,1003.41,5.37,30.80,89.37,8.55,6.69,0.23,6.34,8.34,6.48,8.48,6.11,8.11
784,2017-12-14,80.12,4.85,985.03,1006.03,6.38,26.58,93.21,10.15,5.25,0.21,8.21,10.21,8.42,10.42,7.87,9.87
975,2017-12-13,80.81,2.93,991.40,1012.94,5.60,24.84,90.59,8.67,1.85,0.16,6.27,8.27,6.91,8.91,5.20,7.20
698,2017-12-12,81.96,1.79,990.05,1011.67,3.43,31.33,86.09,5.25,6.21,0.04,4.76,6.76,5.09,7.09,4.21,6.21
25,2017-12-11,84.90,5.42,964.99,985.57,6.75,24.12,97.88,10.89,15.10,0.53,7.92,9.92,8.13,10.13,7.58,9.58
887,2017-12-10,85.26,4.08,977.06,997.96,6.12,19.21,97.19,9.67,8.83,0.60,6.54,8.54,7.37,9.37,5.16,7.16
1125,2017-12-09,75.48,-1.17,998.27,1020.15,3.83,30.46,84.85,6.00,1.81,0.06,3.25,5.25,3.55,5.55,2.74,4.74
744,2017-12-08,78.58,2.39,999.28,1020.91,4.83,24.93,87.67,7.63,3.76,0.14,6.06,8.06,6.29,8.29,5.67,7.67
553,2017-12-07,83.05,2.81,1002.79,1024.34,4.78,15.53,90.58,7.31,0.92,0.09,5.71,7.71,6.75,8.75,3.98,5.98
957,2017-12-06,83.17,1.43,1011.80,1033.85,2.62,15.75,93.12,4.00,-0.01,0.00,4.28,6.28,4.88,6.88,3.29,5.29
104,2017-12-05,84.36,2.45,1015.02,1037.20,2.02,16.48,88.85,3.16,0.03,0.00,5.15,7.15,5.78,7.78,4.10,6.10
740,2017-12-04,83.29,1.78,1011.85,1034.01,2.32,16.83,88.59,3.62,0.30,0.00,4.69,6.69,5.52,7.52,3.29,5.29
729,2017-12-03,81.82,-1.00,1005.69,1028.04,2.90,14.56,94.30,4.45,2.78,0.01,2.13,4.13,2.59,4.59,1.36,3.36
436,2017-12-02,81.56,-1.22,1000.29,1022.62,4.39,17.03,93.88,6.85,1.63,0.14,1.90,3.90,2.27,4.27,1.28,3.28
37,2017-12-01,81.17,-0.63,993.66,1015.66,4.17,24.97,88.35,6.48,3.03,0.09,2.55,4.55,2.88,4.88,2.00,4.00
953,2017-11-30,78.81,-0.22,990.44,1012.26,4.04,24.64,86.18,6.38,1.19,0.07,3.55,5.55,4.08,6.08,2.67,4.67
1045,2017-11-29,82.72,1.68,988.13,1009.74,2.92,22.91,86.18,4.53,2.75,0.05,4.62,6.62,4.97,6.97,3.76,5.76
318,2017-11-28,80.05,2.36,992.38,1013.76,3.51,26.43,88.16,5.34,4.96,0.18,5.79,7.79,6.42,8.42,4.74,6.74
855,2017-11-27,76.44,1.60,1003.91,1025.65,4.21,28.63,86.03,6.43,0.86,0.12,5.83,7.83,6.84,8.84,4.16,6.16
155,2017-11-26,74.41,0.09,1005.78,1027.83,3.92,31.04,73.85,6.12,1.97,0.00,4.89,6.89,5.63,7.63,3.65,5.65
1142,2017-11-25,80.81,4.60,997.08,1018.57,4.12,27.55,84.32,6.48,5.99,0.25,7.92,9.92,8.11,10.11,7.60,9.60
688,2017-11-24,82.94,7.98,993.93,1014.95,3.51,24.28,92.65,5.30,3.25,0.12,10.91,12.91,11.37,13.37,10.13,12.13
724,2017-11-23,73.93,7.57,990.11,1010.74,5.24,29.10,82.78,8.13,0.96,0.11,12.34,14.34,13.12,15.12,11.05,13.05
1107,2017-11-22,74.87,5.59,990.88,1011.78,4.45,22.02,69.34,6.77,0.05,0.00,10.26,12.26,11.46,13.46,8.26,10.26
85,2017-11-21,81.13,5.59,997.59,1018.85,3.03,19.42,85.79,4.60,0.41,0.01,9.00,11.00,10.05,12.05,7.24,9.24
934,2017-11-20,83.95,4.51,1001.31,1022.91,2.95,17.96,89.10,4.54,0.21,0.01,7.34,9.34,8.30,10.30,5.73,7.73
218,2017-11-19,81.94,3.55,1001.47,1023.24,2.77,19.02,85.74,4.28,1.04,0.03,6.75,8.75,7.66,9.66,5.25,7.25
956,2017-11-18,82.58,3.74,1002.63,1024.30,2.78,17.42,83.66,4.28,0.11,0.03,6.77,8.77,7.54,9.54,5.48,7.48
292,2017-11-17,79.92,3.60,1002.95,1024.65,2.37,16.67,79.47,3.72,0.02,0.00,7.31,9.31,8.47,10.47,5.37,7.37
1104,2017-11-16,79.96,2.49,1001.49,1023.32,2.04,16.41,86.65,3.17,0.05,0.00,6.16,8.16,7.09,9.09,4.61,6.61
45,2017-11-15,77.88,2.06,1002.08,1023.92,2.51,20.03,87.60,3.91,0.09,0.00,6.24,8.24,7.39,9.39,4.34,6.34
508,2017-11-14,73.63,1.68,1002.88,1024.85,3.48,25.04,81.18,5.39,0.42,0.00,6.71,8.71,7.73,9.73,4.69,6.69
65,2017-11-13,72.25,1.45,997.82,1019.79,5.46,33.72,81.95,8.73,3.12,0.07,6.63,8.63,7.12,9.12,5.81,7.81
367,2017-11-12,80.84,7.42,992.03,1013.19,6.12,27.30,89.15,9.79,4.97,0.20,10.81,12.81,11.27,13.27,10.04,12.04
530,2017-11-11,85.31,8.51,998.28,1019.50,5.23,22.79,94.99,8.35,2.09,0.12,11.10,13.10,11.71,13.71,10.07,12.07
160,2017-11-10,84.01,6.32,1003.46,1024.97,3.97,19.33,93.83,6.17,1.08,0.03,9.10,11.10,9.79,11.79,7.96,9.96
92,2017-11-09,83.77,4.77,1003.34,1025.13,2.95,19.53,95.82,4.55,1.80,0.05,7.51,9.51,8.00,10.00,6.68,8.68
1190,2017-11-08,80.42,3.50,998.79,1020.52,3.42,22.75,92.94,6.95,2.89,0.08,6.88,8.88,7.49,9.49,5.86,7.86
780,2017-11-07,76.52,1.86,997.91,1019.70,3.35,23.42,88.37,5.18,0.77,0.05,6.08,8.08,6.99,8.99,4.56,6.56
466,2017-11-06,74.33,2.27,999.87,1021.83,4.49,28.03,78.76,7.16,2.49,0.02,6.97,8.97,7.77,9.77,5.64,7.64
475,2017-11-05,79.15,5.83,994.34,1015.79,4.76,30.27,86.20,7.56,8.21,0.30,9.51,11.51,9.55,11.55,9.44,11.44
19,2017-11-04,84.09,10.23,990.15,1010.92,3.64,18.49,93.79,5.58,1.77,0.18,13.03,15.03,13.97,15.97,11.46,13.46
563,2017-11-03,82.48,9.06,993.49,1014.41,2.27,16.23,84.04,3.42,0.23,0.05,12.23,14.23,13.34,15.34,10.40,12.40
986,2017-11-02,80.78,8.64,997.12,1018.08,2.27,18.38,86.69,3.42,0.01,0.00,12.08,14.08,13.47,15.47,9.75,11.75
872,2017-11-01,74.47,5.08,1000.44,1021.68,2.45,23.31,67.73,3.73,0.01,0.00,9.77,11.77,11.48,13.48,6.92,8.92
800,2017-10-31,74.30,3.28,1004.23,1025.86,2.36,24.64,53.50,3.70,0.07,0.00,8.04,10.04,9.54,11.54,5.53,7.53
619,2017-10-30,73.92,5.10,1002.78,1024.22,3.81,28.37,71.27,5.91,0.65,0.01,9.91,11.91,10.64,12.64,8.70,10.70
1175,2017-10-29,80.39,7.85,1000.61,1021.99,4.44,22.83,94.37,6.83,0.32,0.02,11.45,13.45,12.30,14.30,10.05,12.05
1099,2017-10-28,77.20,6.61,1006.65,1028.21,3.35,22.60,75.79,5.19,0.12,0.00,10.95,12.95,11.80,13.80,9.53,11.53
725,2017-10-27,80.64,10.25,1007.20,1028.56,3.58,19.58,82.64,5.59,0.21,0.01,13.93,15.93,14.88,16.88,12.36,14.36
966,2017-10-26,79.79,10.62,1004.57,1025.47,1.81,19.38,85.86,2.80,0.14,0.00,14.72,16.72,16.20,18.20,12.25,14.25
617,2017-10-25,78.37,10.67,1002.87,1023.73,2.18,25.18,80.72,3.35,0.16,0.00,15.03,17.03,16.51,18.51,12.57,14.57
795,2017-10-24,79.79,10.66,1002.93,1023.96,3.08,28.29,86.77,4.72,1.05,0.01,14.68,16.68,15.82,17.82,12.77,14.77
1180,2017-10-23,77.64,8.25,1002.32,1023.61,4.17,29.42,90.64,6.43,1.54,0.03,12.65,14.65,13.48,15.48,11.26,13.26
333,2017-10-22,72.29,6.81,1000.43,1021.68,5.56,30.98,84.82,8.82,2.66,0.09,12.12,14.12,12.64,14.64,11.26,13.26
458,2017-10-21,78.74,10.86,996.41,1017.18,5.30,24.53,83.59,8.35,1.48,0.09,14.72,16.72,15.54,17.54,13.33,15.33
694,2017-10-20,76.16,10.68,994.28,1014.69,4.09,27.55,81.78,6.29,3.63,0.03,15.14,17.14,15.99,17.99,13.73,15.73
720,2017-10-19,78.60,11.68,989.86,1010.36,4.14,23.22,86.44,6.36,2.63,0.19,15.82,17.82,16.94,18.94,13.95,15.95
542,2017-10-17,75.78,10.88,999.81,1020.47,2.88,18.72,67.22,4.42,0.28,0.02,15.74,17.74,17.24,19.24,13.24,15.24
438,2017-10-16,73.62,12.35,1002.19,1022.78,3.74,20.82,48.12,5.72,0.07,0.00,17.62,19.62,19.18,21.18,15.03,17.03
886,2017-10-15,76.93,12.57,1003.09,1023.74,3.27,18.76,50.31,4.97,0.13,0.00,17.11,19.11,18.86,20.86,14.19,16.19
290,2017-10-14,78.44,11.66,1005.02,1025.90,2.03,17.42,57.17,3.18,0.13,0.00,15.93,17.93,17.58,19.58,13.18,15.18
203,2017-10-13,77.92,11.53,1005.11,1025.95,2.04,21.22,72.51,3.20,0.17,0.00,16.01,18.01,17.63,19.63,13.31,15.31
1038,2017-10-12,79.73,12.14,1003.65,1024.55,2.81,24.47,76.24,4.25,0.17,0.01,15.98,17.98,17.21,19.21,13.91,15.91
928,2017-10-11,75.99,10.52,999.21,1020.00,3.22,32.36,76.91,4.95,0.11,0.00,15.26,17.26,16.83,18.83,12.64,14.64
1032,2017-10-10,80.20,10.65,999.36,1020.47,2.59,29.48,86.67,4.02,0.42,0.00,14.37,16.37,15.51,17.51,12.46,14.46
684,2017-10-09,81.01,10.45,999.87,1021.06,2.23,25.44,88.84,3.51,0.53,0.01,14.06,16.06,15.25,17.25,12.08,14.08
441,2017-10-08,78.58,9.31,999.45,1020.81,2.82,27.81,87.79,4.36,0.94,0.02,13.46,15.46,14.69,16.69,11.40,13.40
870,2017-10-07,69.64,5.71,1002.44,1023.97,3.13,29.28,71.52,4.88,0.15,0.01,11.94,13.94,13.49,15.49,9.37,11.37
794,2017-10-06,71.63,7.55,1001.69,1023.07,4.20,29.91,70.60,6.50,0.73,0.00,13.17,15.17,14.20,16.20,11.45,13.45
600,2017-10-05,77.89,10.17,1000.38,1021.43,3.56,24.73,73.12,5.56,0.25,0.03,14.57,16.57,16.12,18.12,11.98,13.98
515,2017-10-04,76.56,9.72,1004.56,1025.23,2.23,29.50,73.54,3.47,0.72,0.00,14.15,16.15,15.70,17.70,11.56,13.56
238,2017-10-03,79.75,12.21,1001.70,1022.71,3.13,29.59,81.10,4.89,3.15,0.12,15.95,17.95,16.72,18.72,14.68,16.68
897,2017-10-02,84.57,14.23,1000.08,1020.77,3.68,24.77,95.24,5.68,1.60,0.06,17.01,19.01,17.74,19.74,15.79,17.79
349,2017-10-01,85.08,12.23,998.94,1019.88,3.41,21.68,96.83,5.27,3.01,0.06,14.95,16.95,15.71,17.71,13.70,15.70
822,2017-09-30,80.76,11.59,999.10,1020.18,2.72,22.05,91.18,4.29,3.85,0.23,15.11,17.11,15.65,17.65,14.19,16.19
1110,2017-09-29,74.88,12.88,1000.06,1020.69,2.71,21.86,83.97,4.14,0.65,0.04,18.01,20.01,19.60,21.60,15.34,17.34
351,2017-09-28,75.72,12.71,1001.71,1022.40,2.48,24.92,83.92,3.76,0.74,0.03,17.53,19.53,19.10,21.10,14.90,16.90
648,2017-09-27,77.66,11.83,1000.17,1020.96,2.40,21.36,80.98,3.76,0.57,0.03,16.27,18.27,17.93,19.93,13.50,15.50
858,2017-09-26,81.43,12.38,1000.26,1021.25,1.76,19.56,89.18,2.83,1.98,0.04,15.88,17.88,17.01,19.01,14.00,16.00
1,2017-09-25,81.24,12.63,998.34,1019.27,2.40,20.76,89.49,3.72,1.95,0.13,16.07,18.07,16.97,18.97,14.58,16.58
293,2017-09-24,74.67,11.86,998.27,1019.20,2.13,21.87,79.07,3.35,0.21,0.02,16.97,18.97,18.81,20.81,13.90,15.90
430,2017-09-23,75.07,10.77,1000.00,1021.11,1.96,24.24,71.86,3.13,0.24,0.02,15.68,17.68,17.56,19.56,12.56,14.56
728,2017-09-22,74.57,9.96,1000.56,1021.61,2.02,28.39,73.13,3.19,0.40,0.00,14.90,16.90,16.67,18.67,11.95,13.95
220,2017-09-21,69.91,8.25,997.75,1018.70,2.52,30.66,49.68,3.94,0.30,0.01,14.43,16.43,16.48,18.48,11.01,13.01
1069,2017-09-20,71.81,7.61,1000.14,1021.36,2.54,30.03,60.85,4.02,0.97,0.01,13.27,15.27,15.02,17.02,10.35,12.35
303,2017-09-19,75.67,8.29,999.90,1021.18,3.68,31.89,83.14,5.61,2.66,0.06,12.93,14.93,14.17,16.17,10.86,12.86
533,2017-09-18,79.94,8.95,997.02,1018.18,2.60,28.78,85.50,4.02,2.56,0.12,12.67,14.67,13.80,15.80,10.78,12.78
460,2017-09-17,78.20,8.12,993.93,1015.01,2.83,30.31,86.22,4.42,2.76,0.10,12.28,14.28,13.41,15.41,10.39,12.39
271,2017-09-16,77.53,7.89,992.08,1013.16,2.72,31.43,84.65,4.27,2.35,0.09,12.16,14.16,13.39,15.39,10.11,12.11
538,2017-09-15,74.62,8.01,994.10,1015.07,2.93,33.79,82.02,4.62,2.78,0.14,12.88,14.88,13.98,15.98,11.03,13.03
539,2017-09-14,74.27,10.22,994.51,1015.30,5.23,31.43,77.48,8.30,7.25,0.23,15.15,17.15,15.59,17.59,14.41,16.41
880,2017-09-13,75.27,12.35,993.38,1013.81,6.14,29.44,87.62,9.71,2.29,0.16,17.20,19.20,18.33,20.33,15.32,17.32
576,2017-09-12,69.20,9.36,992.26,1013.04,5.10,31.27,82.93,7.96,2.45,0.06,15.62,17.62,16.69,18.69,13.83,15.83
546,2017-09-11,71.48,10.18,985.61,1006.20,5.86,28.64,85.98,9.35,2.08,0.13,15.82,17.82,16.72,18.72,14.32,16.32
248,2017-09-10,75.85,10.31,986.14,1006.90,4.74,29.56,87.48,7.35,4.53,0.05,14.97,16.97,16.06,18.06,13.17,15.17
348,2017-09-09,79.31,11.52,983.85,1004.36,4.22,31.00,86.42,6.64,8.46,0.32,15.28,17.28,15.90,17.90,14.25,16.25
669,2017-09-08,73.11,11.63,990.41,1010.98,4.44,30.15,89.19,6.83,1.29,0.17,16.96,18.96,18.05,20.05,15.14,17.14
502,2017-09-07,69.18,10.54,997.85,1018.73,3.63,29.32,89.14,5.63,0.17,0.01,16.75,18.75,17.82,19.82,14.96,16.96
76,2017-09-06,70.20,12.27,1001.44,1022.10,4.24,31.44,88.64,6.65,0.34,0.02,18.23,20.23,19.01,21.01,16.94,18.94
377,2017-09-05,75.22,14.78,999.07,1019.60,3.51,33.08,88.51,5.42,0.42,0.01,19.72,21.72,21.00,23.00,17.59,19.59
1169,2017-09-04,73.29,13.24,995.04,1015.58,2.54,32.51,90.37,3.97,2.20,0.07,18.67,20.67,20.09,22.09,16.29,18.29
147,2017-09-03,70.40,9.67,994.56,1015.38,3.10,30.36,85.27,4.83,1.57,0.11,15.87,17.87,17.43,19.43,13.28,15.28
615,2017-09-02,69.87,9.63,999.48,1020.59,3.68,30.24,74.47,5.69,1.83,0.03,15.85,17.85,17.26,19.26,13.50,15.50
874,2017-09-01,71.52,10.65,999.13,1019.98,3.37,33.07,77.82,5.31,2.01,0.12,16.45,18.45,17.41,19.41,14.05,16.05
152,2017-08-31,76.73,12.58,998.40,1019.04,3.11,30.42,89.30,4.91,6.11,0.16,17.06,19.06,17.79,19.79,15.83,17.83
1147,2017-08-30,75.72,15.81,993.31,1012.68,3.60,24.87,88.49,5.68,2.30,0.17,20.76,22.76,21.63,23.63,18.60,20.60
814,2017-08-29,67.37,16.34,993.57,1013.51,2.46,23.20,61.15,3.99,0.60,0.00,23.65,25.65,25.55,27.55,19.85,21.85
156,2017-08-28,65.25,16.33,995.21,1015.35,2.31,24.91,67.91,3.65,0.80,0.06,24.20,26.20,26.28,28.28,20.74,22.74
999,2017-08-27,66.94,16.08,996.03,1016.16,2.45,25.94,72.36,3.89,0.70,0.08,23.35,25.35,25.16,27.16,20.34,22.34
346,2017-08-26,69.21,15.79,995.74,1015.88,2.38,25.64,67.26,3.82,0.42,0.00,22.52,24.52,24.46,26.46,19.28,21.28
705,2017-08-25,71.40,15.70,996.37,1016.54,2.86,30.69,73.79,4.50,0.69,0.02,21.70,23.70,23.34,25.34,18.96,20.96
71,2017-08-24,72.21,15.48,997.09,1017.34,2.51,29.17,80.63,3.99,0.55,0.03,21.15,23.15,22.78,24.78,18.44,20.44
534,2017-08-23,70.91,15.32,996.12,1016.45,3.10,29.56,73.84,4.85,0.16,0.02,21.40,23.40,22.95,24.95,18.81,20.81
991,2017-08-22,62.59,13.79,996.71,1016.95,2.88,33.32,57.87,4.49,0.06,0.00,22.30,24.30,24.54,26.54,18.56,20.56
418,2017-08-21,62.53,11.68,1000.57,1021.20,2.51,35.59,69.38,4.01,0.20,0.01,20.22,22.22,22.28,24.28,16.79,18.79
561,2017-08-20,61.77,9.35,1002.62,1023.58,3.06,34.97,67.87,4.91,0.12,0.00,17.89,19.89,19.79,21.79,14.73,16.73
414,2017-08-19,67.04,11.27,1000.10,1020.92,3.90,32.62,69.98,6.06,2.15,0.04,18.38,20.38,19.74,21.74,16.11,18.11
1151,2017-08-18,74.93,15.27,996.46,1016.91,3.73,31.42,80.76,5.77,2.95,0.16,20.47,22.47,21.58,23.58,18.64,20.64
750,2017-08-17,72.10,15.80,997.57,1017.90,3.27,31.40,79.77,5.16,1.36,0.05,21.78,23.78,23.34,25.34,19.19,21.19
625,2017-08-16,71.87,14.69,999.70,1020.12,2.50,31.01,80.75,3.94,2.08,0.01,20.60,22.60,22.17,24.17,17.97,19.97
521,2017-08-15,70.99,15.07,997.44,1017.75,3.19,32.27,79.51,4.91,1.05,0.09,21.08,23.08,22.38,24.38,18.91,20.91
439,2017-08-14,65.63,13.73,996.71,1016.97,2.53,34.10,53.17,4.13,0.08,0.02,21.32,23.32,23.81,25.81,17.18,19.18
305,2017-08-13,68.21,12.57,999.74,1020.29,2.32,35.60,73.31,3.73,0.41,0.00,19.18,21.18,20.87,22.87,16.36,18.36
697,2017-08-12,70.99,11.79,999.82,1020.64,3.85,32.14,84.25,6.02,0.81,0.03,17.90,19.90,19.33,21.33,15.52,17.52
1048,2017-08-11,71.48,10.64,999.85,1020.89,4.16,30.06,85.63,6.44,3.11,0.02,16.49,18.49,17.71,19.71,14.45,16.45
30,2017-08-10,73.65,11.05,999.52,1020.57,4.00,30.77,84.68,6.25,3.66,0.15,16.40,18.40,17.55,19.55,14.49,16.49
6,2017-08-09,72.89,11.44,996.11,1016.93,3.55,34.66,80.86,5.48,3.71,0.13,16.94,18.94,18.21,20.21,14.81,16.81
129,2017-08-08,73.67,13.39,993.06,1013.62,3.79,30.35,88.07,5.93,4.81,0.31,18.56,20.56,19.30,21.30,17.33,19.33
691,2017-08-07,58.82,10.96,995.57,1016.08,2.51,35.03,56.91,4.15,0.31,0.04,20.39,22.39,22.74,24.74,16.47,18.47
803,2017-08-06,61.92,11.37,1000.34,1021.09,3.33,34.26,58.57,5.33,0.92,0.04,19.78,21.78,21.50,23.50,16.90,18.90
108,2017-08-05,67.79,14.59,997.04,1017.52,3.81,32.88,76.16,6.01,0.41,0.02,21.43,23.43,22.67,24.67,19.36,21.36
89,2017-08-04,66.97,15.57,995.21,1015.47,3.40,30.16,82.97,5.33,0.18,0.01,22.79,24.79,24.24,26.24,20.38,22.38
282,2017-08-03,67.10,16.21,995.13,1015.24,4.11,26.77,80.46,6.43,1.75,0.02,23.35,25.35,24.76,26.76,20.99,22.99
500,2017-08-02,68.22,15.92,996.76,1016.91,3.17,28.37,78.15,4.94,2.29,0.12,22.96,24.96,24.92,26.92,19.71,21.71
473,2017-08-01,68.74,14.91,995.82,1015.40,2.81,29.93,78.67,4.60,2.60,0.09,21.73,23.73,23.27,25.27,19.15,21.15
1181,2017-07-31,69.52,14.74,994.59,1013.60,2.74,30.07,79.98,4.42,0.81,0.07,21.19,23.19,22.71,24.71,18.65,20.65
481,2017-07-30,68.64,15.35,992.73,1012.65,3.94,33.11,80.71,6.20,0.69,0.04,21.85,23.85,23.08,25.08,19.79,21.79
243,2017-07-29,68.76,15.42,993.70,1014.03,3.63,31.00,78.01,5.69,0.28,0.04,22.07,24.07,23.87,25.87,19.08,21.08
943,2017-07-28,68.25,13.78,994.71,1015.18,3.96,31.18,85.01,6.14,0.56,0.01,20.45,22.45,21.83,23.83,18.16,20.16
83,2017-07-27,72.37,14.27,991.88,1012.27,4.06,28.28,89.32,6.31,1.06,0.06,19.98,21.98,21.24,23.24,17.88,19.88
495,2017-07-26,73.86,13.42,992.60,1013.19,4.16,26.08,86.26,6.49,1.19,0.05,18.94,20.94,20.36,22.36,16.58,18.58
190,2017-07-25,71.33,12.75,994.50,1015.32,4.70,26.94,84.01,7.36,1.75,0.03,18.63,20.63,19.81,21.81,16.64,18.64
88,2017-07-24,75.32,13.70,994.40,1015.07,5.10,27.15,86.86,8.03,4.64,0.15,18.68,20.68,19.60,21.60,17.14,19.14
604,2017-07-23,72.02,13.61,996.45,1016.88,4.15,29.46,85.86,6.39,1.85,0.08,19.29,21.29,20.42,22.42,17.40,19.40
1128,2017-07-22,74.17,14.52,992.80,1013.14,3.67,27.92,81.99,5.75,3.35,0.08,19.64,21.64,20.95,22.95,17.45,19.45
277,2017-07-21,69.60,13.34,991.71,1012.06,3.48,31.44,82.52,5.54,1.73,0.12,19.57,21.57,21.26,23.26,16.74,18.74
519,2017-07-20,69.23,14.04,993.35,1013.75,4.02,31.34,86.03,6.36,3.87,0.15,20.37,22.37,21.32,23.32,18.78,20.78
781,2017-07-19,64.72,15.47,991.49,1011.42,4.22,27.39,80.34,6.63,0.37,0.02,23.22,25.22,24.48,26.48,21.12,23.12
655,2017-07-18,56.62,14.61,993.53,1013.46,3.91,29.70,52.28,6.24,0.07,0.01,24.81,26.81,27.14,29.14,20.94,22.94
388,2017-07-17,61.20,14.62,998.79,1019.06,3.25,32.33,57.83,5.25,0.02,0.01,23.49,25.49,25.66,27.66,19.87,21.87
559,2017-07-16,60.67,13.31,1001.74,1022.26,2.95,33.20,64.20,4.73,0.00,0.00,22.22,24.22,24.34,26.34,18.68,20.68
939,2017-07-15,61.12,11.54,1001.06,1021.80,3.28,31.74,69.35,5.32,0.03,0.00,20.24,22.24,22.24,24.24,16.91,18.91
578,2017-07-14,65.34,12.69,999.24,1019.93,4.22,32.84,68.99,6.63,0.16,0.00,20.12,22.12,21.68,23.68,17.51,19.51
313,2017-07-13,69.00,13.84,999.05,1019.72,3.24,32.76,79.68,5.09,0.42,0.01,20.32,22.32,21.90,23.90,17.69,19.69
778,2017-07-12,74.59,15.31,995.85,1016.29,4.29,30.24,85.39,6.72,1.20,0.02,20.45,22.45,21.74,23.74,18.30,20.30
1155,2017-07-11,74.43,14.79,994.20,1014.51,3.41,30.94,87.16,5.29,2.69,0.06,19.92,21.92,21.25,23.25,17.70,19.70
707,2017-07-10,78.19,15.80,992.58,1012.98,3.40,28.15,87.14,5.34,3.64,0.13,20.01,22.01,21.02,23.02,18.34,20.34
742,2017-07-09,73.07,16.26,992.57,1012.80,3.21,29.76,86.63,5.07,2.70,0.10,21.78,23.78,23.04,25.04,19.67,21.67
603,2017-07-08,64.62,15.71,996.39,1016.55,2.83,29.66,70.57,4.62,0.42,0.05,23.57,25.57,25.37,27.37,20.57,22.57
878,2017-07-07,60.54,15.40,997.44,1017.61,2.70,28.98,52.31,4.33,0.03,0.00,24.61,26.61,26.88,28.88,20.82,22.82
3,2017-07-06,61.83,14.95,996.25,1016.36,2.97,30.27,70.56,4.73,0.05,0.01,23.78,25.78,25.96,27.96,20.15,22.15
471,2017-07-05,61.06,14.42,995.89,1016.20,3.20,32.31,40.00,5.01,0.03,0.00,23.38,25.38,26.04,28.04,18.96,20.96
665,2017-07-04,65.93,13.73,999.06,1019.49,2.35,34.40,32.68,3.88,0.03,0.00,21.21,23.21,23.78,25.78,16.92,18.92
854,2017-07-03,70.60,13.21,1002.42,1023.11,3.02,33.09,75.23,6.39,0.33,0.01,19.30,21.30,21.01,23.01,16.45,18.45
536,2017-07-02,76.44,12.68,1001.89,1022.86,3.98,28.53,86.57,6.25,1.94,0.03,17.34,19.34,18.56,20.56,15.30,17.30
1177,2017-07-01,77.53,11.79,997.03,1017.96,4.72,29.90,89.31,7.38,3.65,0.12,16.11,18.11,17.01,19.01,14.60,16.60
838,2017-06-30,76.18,11.18,988.98,1009.15,4.72,32.03,91.14,7.47,4.36,0.17,15.83,17.83,16.87,18.87,14.11,16.11
642,2017-06-29,74.46,11.68,982.53,1002.94,4.96,31.16,87.72,7.82,6.30,0.22,16.72,18.72,17.75,19.75,15.00,17.00
410,2017-06-28,79.20,14.51,981.17,1001.67,3.92,28.90,89.62,6.26,9.36,0.28,18.49,20.49,19.47,21.47,16.86,18.86
813,2017-06-27,76.65,16.12,987.10,1007.05,2.76,25.93,88.26,4.47,3.17,0.29,20.85,22.85,22.35,24.35,18.35,20.35
1120,2017-06-26,70.03,15.11,991.71,1011.99,2.73,30.59,82.57,4.41,0.69,0.07,21.28,23.28,22.91,24.91,18.57,20.57
762,2017-06-25,66.70,14.15,996.01,1016.46,3.82,30.39,79.91,6.03,0.59,0.04,21.27,23.27,22.81,24.81,18.71,20.71
437,2017-06-24,68.10,14.53,998.43,1018.93,3.55,28.20,83.79,5.64,0.11,0.01,21.19,23.19,22.79,24.79,18.51,20.51
415,2017-06-23,70.07,15.71,999.57,1019.62,3.46,24.39,85.26,5.45,0.05,0.00,21.86,23.86,23.08,25.08,19.82,21.82
586,2017-06-22,65.77,16.76,995.67,1015.65,3.18,21.23,68.45,5.02,0.10,0.00,24.56,26.56,26.68,28.68,21.02,23.02
113,2017-06-21,62.92,16.85,994.88,1014.86,2.35,22.76,53.82,3.77,1.06,0.00,25.47,27.47,27.99,29.99,21.28,23.28
1006,2017-06-20,60.16,16.04,996.13,1016.21,2.67,25.75,44.58,4.30,0.13,0.11,25.27,27.27,27.82,29.82,21.02,23.02
452,2017-06-19,57.56,15.04,997.21,1017.23,3.12,28.25,11.73,4.96,0.00,0.00,24.88,26.88,27.51,29.51,20.51,22.51
321,2017-06-18,57.95,13.89,998.76,1019.13,3.58,31.45,19.58,5.68,0.01,0.00,23.46,25.46,25.84,27.84,19.48,21.48
38,2017-06-17,59.93,12.53,1002.14,1022.83,3.53,30.34,28.26,5.69,0.03,0.00,21.57,23.57,23.86,25.86,17.75,19.75
673,2017-06-16,64.61,13.00,1002.19,1022.90,3.81,26.18,53.97,6.06,0.86,0.00,20.67,22.67,22.37,24.37,17.83,19.83
11,2017-06-15,70.64,15.88,996.87,1017.19,3.28,21.52,67.86,5.19,0.49,0.04,22.02,24.02,24.00,26.00,18.71,20.71
